date,store_id,product_id,units_sold,stock_on_hand
2026-02-15,Cluj-Napoca,ASUS ROG Strix G15 (P08),1,5
2026-02-17,Cluj-Napoca,ASUS ROG Strix G15 (P08),1,22
2026-02-18,Cluj-Napoca,ASUS ROG Strix G15 (P08),1,21
2026-02-19,Cluj-Napoca,ASUS ROG Strix G15 (P08),6,20
2026-02-20,Cluj-Napoca,ASUS ROG Strix G15 (P08),2,14
2026-02-21,Cluj-Napoca,ASUS ROG Strix G15 (P08),2,12
2026-02-22,Cluj-Napoca,ASUS ROG Strix G15 (P08),3,10
2026-02-23,Cluj-Napoca,ASUS ROG Strix G15 (P08),2,7
2026-02-24,Cluj-Napoca,ASUS ROG Strix G15 (P08),1,5
2026-02-25,Cluj-Napoca,ASUS ROG Strix G15 (P08),2,4
2026-02-26,Cluj-Napoca,ASUS ROG Strix G15 (P08),1,2
2026-02-27,Cluj-Napoca,ASUS ROG Strix G15 (P08),1,1
2026-03-10,Cluj-Napoca,ASUS ROG Strix G15 (P08),2,29
2026-03-11,Cluj-Napoca,ASUS ROG Strix G15 (P08),1,27
2026-03-12,Cluj-Napoca,ASUS ROG Strix G15 (P08),1,26
2026-03-13,Cluj-Napoca,ASUS ROG Strix G15 (P08),1,25
2026-03-14,Cluj-Napoca,ASUS ROG Strix G15 (P08),3,24
2026-02-13,Cluj-Napoca,iPad Air 5th Gen (P09),2,30
2026-02-14,Cluj-Napoca,iPad Air 5th Gen (P09),4,28
2026-02-15,Cluj-Napoca,iPad Air 5th Gen (P09),4,24
2026-02-16,Cluj-Napoca,iPad Air 5th Gen (P09),3,20
2026-02-17,Cluj-Napoca,iPad Air 5th Gen (P09),3,17
2026-02-19,Cluj-Napoca,iPad Air 5th Gen (P09),3,14
2026-02-20,Cluj-Napoca,iPad Air 5th Gen (P09),4,11
2026-02-21,Cluj-Napoca,iPad Air 5th Gen (P09),5,7
2026-02-22,Cluj-Napoca,iPad Air 5th Gen (P09),2,2
2026-03-14,Cluj-Napoca,iPad Air 5th Gen (P09),0,0
2026-02-13,Cluj-Napoca,Samsung Tab S9 (P10),4,25
2026-02-14,Cluj-Napoca,Samsung Tab S9 (P10),3,21
2026-02-15,Cluj-Napoca,Samsung Tab S9 (P10),4,18
2026-02-16,Cluj-Napoca,Samsung Tab S9 (P10),2,14
2026-02-17,Cluj-Napoca,Samsung Tab S9 (P10),2,12
2026-02-18,Cluj-Napoca,Samsung Tab S9 (P10),2,10
2026-02-19,Cluj-Napoca,Samsung Tab S9 (P10),2,8
2026-02-20,Cluj-Napoca,Samsung Tab S9 (P10),4,6
2026-02-22,Cluj-Napoca,Samsung Tab S9 (P10),1,2
2026-02-23,Cluj-Napoca,Samsung Tab S9 (P10),1,1
2026-03-07,Cluj-Napoca,Samsung Tab S9 (P10),2,26
2026-03-09,Cluj-Napoca,Samsung Tab S9 (P10),1,24
2026-03-10,Cluj-Napoca,Samsung Tab S9 (P10),3,23
2026-03-11,Cluj-Napoca,Samsung Tab S9 (P10),1,20
2026-03-12,Cluj-Napoca,Samsung Tab S9 (P10),4,19
2026-03-13,Cluj-Napoca,Samsung Tab S9 (P10),3,15
2026-03-14,Cluj-Napoca,Samsung Tab S9 (P10),5,12
2026-02-13,Cluj-Napoca,Apple Watch Series 9 (P11),4,27
2026-02-14,Cluj-Napoca,Apple Watch Series 9 (P11),4,23
2026-02-15,Cluj-Napoca,Apple Watch Series 9 (P11),1,19
2026-02-16,Cluj-Napoca,Apple Watch Series 9 (P11),1,18
2026-02-17,Cluj-Napoca,Apple Watch Series 9 (P11),3,17
2026-02-18,Cluj-Napoca,Apple Watch Series 9 (P11),4,14
2026-02-19,Cluj-Napoca,Apple Watch Series 9 (P11),4,10
2026-02-20,Cluj-Napoca,Apple Watch Series 9 (P11),3,6
2026-02-21,Cluj-Napoca,Apple Watch Series 9 (P11),3,3
2026-02-22,Cluj-Napoca,Apple Watch Series 9 (P11),2,14
2026-02-23,Cluj-Napoca,Apple Watch Series 9 (P11),1,12
2026-02-24,Cluj-Napoca,Apple Watch Series 9 (P11),1,11
2026-02-25,Cluj-Napoca,Apple Watch Series 9 (P11),1,10
2026-02-26,Cluj-Napoca,Apple Watch Series 9 (P11),2,9
2026-02-27,Cluj-Napoca,Apple Watch Series 9 (P11),1,7
2026-02-28,Cluj-Napoca,Apple Watch Series 9 (P11),1,6
2026-03-01,Cluj-Napoca,Apple Watch Series 9 (P11),3,5
2026-03-02,Cluj-Napoca,Apple Watch Series 9 (P11),2,2
2026-03-12,Cluj-Napoca,Apple Watch Series 9 (P11),1,19
2026-03-13,Cluj-Napoca,Apple Watch Series 9 (P11),3,18
2026-03-14,Cluj-Napoca,Apple Watch Series 9 (P11),5,15
2026-02-14,Cluj-Napoca,Samsung Galaxy Watch 6 (P12),4,48
2026-02-15,Cluj-Napoca,Samsung Galaxy Watch 6 (P12),3,44
2026-02-16,Cluj-Napoca,Samsung Galaxy Watch 6 (P12),1,41
2026-02-17,Cluj-Napoca,Samsung Galaxy Watch 6 (P12),1,40
2026-02-18,Cluj-Napoca,Samsung Galaxy Watch 6 (P12),2,39
2026-02-19,Cluj-Napoca,Samsung Galaxy Watch 6 (P12),1,37
2026-02-20,Cluj-Napoca,Samsung Galaxy Watch 6 (P12),1,36
2026-02-21,Cluj-Napoca,Samsung Galaxy Watch 6 (P12),2,35
2026-02-22,Cluj-Napoca,Samsung Galaxy Watch 6 (P12),5,33
2026-02-23,Cluj-Napoca,Samsung Galaxy Watch 6 (P12),1,28
2026-02-24,Cluj-Napoca,Samsung Galaxy Watch 6 (P12),4,27
2026-02-25,Cluj-Napoca,Samsung Galaxy Watch 6 (P12),2,23
2026-02-26,Cluj-Napoca,Samsung Galaxy Watch 6 (P12),1,21
2026-02-27,Cluj-Napoca,Samsung Galaxy Watch 6 (P12),1,20
2026-02-28,Cluj-Napoca,Samsung Galaxy Watch 6 (P12),4,19
2026-03-01,Cluj-Napoca,Samsung Galaxy Watch 6 (P12),4,15
2026-03-02,Cluj-Napoca,Samsung Galaxy Watch 6 (P12),3,11
2026-03-03,Cluj-Napoca,Samsung Galaxy Watch 6 (P12),2,8
2026-03-04,Cluj-Napoca,Samsung Galaxy Watch 6 (P12),2,6
2026-03-05,Cluj-Napoca,Samsung Galaxy Watch 6 (P12),3,4
2026-03-06,Cluj-Napoca,Samsung Galaxy Watch 6 (P12),1,1
2026-03-14,Cluj-Napoca,Samsung Galaxy Watch 6 (P12),0,0
2026-02-13,Cluj-Napoca,Garmin Fenix 7 (P13),2,18
2026-02-14,Cluj-Napoca,Garmin Fenix 7 (P13),3,16
2026-02-15,Cluj-Napoca,Garmin Fenix 7 (P13),3,13
2026-02-17,Cluj-Napoca,Garmin Fenix 7 (P13),4,10
2026-02-18,Cluj-Napoca,Garmin Fenix 7 (P13),3,6
2026-02-19,Cluj-Napoca,Garmin Fenix 7 (P13),3,3
2026-02-21,Cluj-Napoca,Garmin Fenix 7 (P13),2,24
2026-02-22,Cluj-Napoca,Garmin Fenix 7 (P13),4,22
2026-02-23,Cluj-Napoca,Garmin Fenix 7 (P13),3,18
2026-02-25,Cluj-Napoca,Garmin Fenix 7 (P13),3,15
2026-02-26,Cluj-Napoca,Garmin Fenix 7 (P13),2,12
2026-02-27,Cluj-Napoca,Garmin Fenix 7 (P13),3,10
2026-02-28,Cluj-Napoca,Garmin Fenix 7 (P13),4,7
2026-03-01,Cluj-Napoca,Garmin Fenix 7 (P13),1,3
2026-03-02,Cluj-Napoca,Garmin Fenix 7 (P13),2,2
2026-03-11,Cluj-Napoca,Garmin Fenix 7 (P13),2,15
2026-03-12,Cluj-Napoca,Garmin Fenix 7 (P13),3,13
2026-03-13,Cluj-Napoca,Garmin Fenix 7 (P13),3,10
2026-03-14,Cluj-Napoca,Garmin Fenix 7 (P13),4,7
2026-02-27,Cluj-Napoca,AirPods Pro 2 (P14),1,19
2026-03-14,Cluj-Napoca,AirPods Pro 2 (P14),0,18
2026-02-13,Cluj-Napoca,Sony WH-1000XM5 (P15),1,20
2026-02-14,Cluj-Napoca,Sony WH-1000XM5 (P15),2,19
2026-02-16,Cluj-Napoca,Sony WH-1000XM5 (P15),2,17
2026-02-17,Cluj-Napoca,Sony WH-1000XM5 (P15),1,15
2026-02-19,Cluj-Napoca,Sony WH-1000XM5 (P15),1,14
2026-02-20,Cluj-Napoca,Sony WH-1000XM5 (P15),1,13
2026-02-21,Cluj-Napoca,Sony WH-1000XM5 (P15),1,12
2026-02-22,Cluj-Napoca,Sony WH-1000XM5 (P15),1,11
2026-02-27,Cluj-Napoca,Sony WH-1000XM5 (P15),1,10
2026-02-28,Cluj-Napoca,Sony WH-1000XM5 (P15),1,9
2026-03-01,Cluj-Napoca,Sony WH-1000XM5 (P15),1,8
2026-03-04,Cluj-Napoca,Sony WH-1000XM5 (P15),2,7
2026-03-14,Cluj-Napoca,Sony WH-1000XM5 (P15),0,5
2026-02-13,Cluj-Napoca,Samsung 55-inch 4K TV (P16),1,5
2026-02-14,Cluj-Napoca,Samsung 55-inch 4K TV (P16),1,4
2026-02-16,Cluj-Napoca,Samsung 55-inch 4K TV (P16),1,3
2026-02-17,Cluj-Napoca,Samsung 55-inch 4K TV (P16),1,2
2026-02-18,Cluj-Napoca,Samsung 55-inch 4K TV (P16),1,1
2026-02-28,Cluj-Napoca,Samsung 55-inch 4K TV (P16),1,18
2026-03-04,Cluj-Napoca,Samsung 55-inch 4K TV (P16),3,17
2026-03-08,Cluj-Napoca,Samsung 55-inch 4K TV (P16),1,14
2026-03-10,Cluj-Napoca,Samsung 55-inch 4K TV (P16),1,13
2026-03-14,Cluj-Napoca,Samsung 55-inch 4K TV (P16),0,12
2026-02-14,Cluj-Napoca,LG OLED 65-inch TV (P17),2,9
2026-02-18,Cluj-Napoca,LG OLED 65-inch TV (P17),1,7
2026-02-21,Cluj-Napoca,LG OLED 65-inch TV (P17),2,6
2026-02-22,Cluj-Napoca,LG OLED 65-inch TV (P17),2,4
2026-02-23,Cluj-Napoca,LG OLED 65-inch TV (P17),1,20
2026-02-24,Cluj-Napoca,LG OLED 65-inch TV (P17),1,19
2026-02-28,Cluj-Napoca,LG OLED 65-inch TV (P17),2,18
2026-03-01,Cluj-Napoca,LG OLED 65-inch TV (P17),1,16
2026-03-06,Cluj-Napoca,LG OLED 65-inch TV (P17),1,15
2026-03-09,Cluj-Napoca,LG OLED 65-inch TV (P17),2,14
2026-03-11,Cluj-Napoca,LG OLED 65-inch TV (P17),1,12
2026-03-12,Cluj-Napoca,LG OLED 65-inch TV (P17),1,11
2026-03-13,Cluj-Napoca,LG OLED 65-inch TV (P17),1,10
2026-03-14,Cluj-Napoca,LG OLED 65-inch TV (P17),0,9
2026-02-13,Cluj-Napoca,PlayStation 5 (P18),1,39
2026-02-14,Cluj-Napoca,PlayStation 5 (P18),4,38
2026-02-18,Cluj-Napoca,PlayStation 5 (P18),1,34
2026-02-19,Cluj-Napoca,PlayStation 5 (P18),1,33
2026-02-20,Cluj-Napoca,PlayStation 5 (P18),1,32
2026-02-21,Cluj-Napoca,PlayStation 5 (P18),2,31
2026-02-22,Cluj-Napoca,PlayStation 5 (P18),2,29
2026-02-24,Cluj-Napoca,PlayStation 5 (P18),2,27
2026-02-26,Cluj-Napoca,PlayStation 5 (P18),2,25
2026-02-27,Cluj-Napoca,PlayStation 5 (P18),1,23
2026-02-28,Cluj-Napoca,PlayStation 5 (P18),1,22
2026-03-01,Cluj-Napoca,PlayStation 5 (P18),2,21
2026-03-02,Cluj-Napoca,PlayStation 5 (P18),3,19
2026-03-03,Cluj-Napoca,PlayStation 5 (P18),2,16
2026-03-05,Cluj-Napoca,PlayStation 5 (P18),1,14
2026-03-06,Cluj-Napoca,PlayStation 5 (P18),1,13
2026-03-07,Cluj-Napoca,PlayStation 5 (P18),3,12
2026-03-11,Cluj-Napoca,PlayStation 5 (P18),1,9
2026-03-12,Cluj-Napoca,PlayStation 5 (P18),1,8
2026-03-14,Cluj-Napoca,PlayStation 5 (P18),3,7
2026-02-14,Cluj-Napoca,Xbox Series X (P19),1,15
2026-02-17,Cluj-Napoca,Xbox Series X (P19),2,14
2026-02-19,Cluj-Napoca,Xbox Series X (P19),1,12
2026-02-27,Cluj-Napoca,Xbox Series X (P19),3,11
2026-03-02,Cluj-Napoca,Xbox Series X (P19),1,8
2026-03-04,Cluj-Napoca,Xbox Series X (P19),1,7
2026-03-06,Cluj-Napoca,Xbox Series X (P19),2,6
2026-03-07,Cluj-Napoca,Xbox Series X (P19),1,4
2026-03-08,Cluj-Napoca,Xbox Series X (P19),2,15
2026-03-11,Cluj-Napoca,Xbox Series X (P19),1,13
2026-03-14,Cluj-Napoca,Xbox Series X (P19),0,12
2026-02-14,Cluj-Napoca,Nintendo Switch OLED (P20),3,15
2026-02-15,Cluj-Napoca,Nintendo Switch OLED (P20),2,12
2026-02-16,Cluj-Napoca,Nintendo Switch OLED (P20),1,10
2026-02-20,Cluj-Napoca,Nintendo Switch OLED (P20),1,9
2026-02-21,Cluj-Napoca,Nintendo Switch OLED (P20),1,8
2026-02-25,Cluj-Napoca,Nintendo Switch OLED (P20),1,7
2026-02-26,Cluj-Napoca,Nintendo Switch OLED (P20),1,6
2026-03-03,Cluj-Napoca,Nintendo Switch OLED (P20),1,5
2026-03-05,Cluj-Napoca,Nintendo Switch OLED (P20),1,4
2026-03-07,Cluj-Napoca,Nintendo Switch OLED (P20),1,3
2026-03-09,Cluj-Napoca,Nintendo Switch OLED (P20),3,18
2026-03-11,Cluj-Napoca,Nintendo Switch OLED (P20),1,15
2026-03-14,Cluj-Napoca,Nintendo Switch OLED (P20),0,14
2026-02-13,Timisoara,Iphone 15 Pro (P01),3,16
2026-02-14,Timisoara,Iphone 15 Pro (P01),1,13
2026-02-16,Timisoara,Iphone 15 Pro (P01),3,12
2026-02-20,Timisoara,Iphone 15 Pro (P01),2,9
2026-02-21,Timisoara,Iphone 15 Pro (P01),1,7
2026-02-22,Timisoara,Iphone 15 Pro (P01),1,6
2026-02-24,Timisoara,Iphone 15 Pro (P01),1,5
2026-02-26,Timisoara,Iphone 15 Pro (P01),1,4
2026-02-27,Timisoara,Iphone 15 Pro (P01),1,3
2026-02-28,Timisoara,Iphone 15 Pro (P01),1,2
2026-03-02,Timisoara,Iphone 15 Pro (P01),1,1
2026-03-08,Timisoara,Iphone 15 Pro (P01),2,12
2026-03-11,Timisoara,Iphone 15 Pro (P01),1,10
2026-03-13,Timisoara,Iphone 15 Pro (P01),1,9
2026-03-14,Timisoara,Iphone 15 Pro (P01),2,8
2026-02-13,Timisoara,Iphone 15 Pro Max (P02),1,11
2026-02-14,Timisoara,Iphone 15 Pro Max (P02),2,10
2026-02-15,Timisoara,Iphone 15 Pro Max (P02),2,8
2026-02-18,Timisoara,Iphone 15 Pro Max (P02),1,6
2026-02-21,Timisoara,Iphone 15 Pro Max (P02),2,5
2026-02-22,Timisoara,Iphone 15 Pro Max (P02),1,26
2026-02-23,Timisoara,Iphone 15 Pro Max (P02),2,25
2026-02-24,Timisoara,Iphone 15 Pro Max (P02),1,23
2026-02-27,Timisoara,Iphone 15 Pro Max (P02),3,22
2026-02-28,Timisoara,Iphone 15 Pro Max (P02),1,19
2026-03-01,Timisoara,Iphone 15 Pro Max (P02),1,18
2026-03-02,Timisoara,Iphone 15 Pro Max (P02),2,17
2026-03-05,Timisoara,Iphone 15 Pro Max (P02),2,15
2026-03-06,Timisoara,Iphone 15 Pro Max (P02),2,13
2026-03-08,Timisoara,Iphone 15 Pro Max (P02),2,11
2026-03-09,Timisoara,Iphone 15 Pro Max (P02),1,9
2026-03-10,Timisoara,Iphone 15 Pro Max (P02),3,8
2026-03-14,Timisoara,Iphone 15 Pro Max (P02),0,5
2026-02-13,Timisoara,Samsung Galaxy S24 Ultra (P03),4,57
2026-02-14,Timisoara,Samsung Galaxy S24 Ultra (P03),4,53
2026-02-15,Timisoara,Samsung Galaxy S24 Ultra (P03),6,49
2026-02-16,Timisoara,Samsung Galaxy S24 Ultra (P03),1,43
2026-02-17,Timisoara,Samsung Galaxy S24 Ultra (P03),6,42
2026-02-18,Timisoara,Samsung Galaxy S24 Ultra (P03),2,36
2026-02-19,Timisoara,Samsung Galaxy S24 Ultra (P03),2,34
2026-02-20,Timisoara,Samsung Galaxy S24 Ultra (P03),1,32
2026-02-21,Timisoara,Samsung Galaxy S24 Ultra (P03),2,31
2026-02-22,Timisoara,Samsung Galaxy S24 Ultra (P03),6,29
2026-02-23,Timisoara,Samsung Galaxy S24 Ultra (P03),6,23
2026-02-24,Timisoara,Samsung Galaxy S24 Ultra (P03),6,17
2026-02-25,Timisoara,Samsung Galaxy S24 Ultra (P03),3,11
2026-02-26,Timisoara,Samsung Galaxy S24 Ultra (P03),5,8
2026-02-27,Timisoara,Samsung Galaxy S24 Ultra (P03),3,3
2026-03-04,Timisoara,Samsung Galaxy S24 Ultra (P03),3,28
2026-03-05,Timisoara,Samsung Galaxy S24 Ultra (P03),1,25
2026-03-06,Timisoara,Samsung Galaxy S24 Ultra (P03),7,24
2026-03-07,Timisoara,Samsung Galaxy S24 Ultra (P03),8,17
2026-03-08,Timisoara,Samsung Galaxy S24 Ultra (P03),9,9
2026-03-14,Timisoara,Samsung Galaxy S24 Ultra (P03),0,0
2026-02-14,Timisoara,Samsung Galaxy A54 (P04),4,19
2026-02-15,Timisoara,Samsung Galaxy A54 (P04),3,15
2026-02-18,Timisoara,Samsung Galaxy A54 (P04),3,12
2026-02-19,Timisoara,Samsung Galaxy A54 (P04),2,9
2026-02-20,Timisoara,Samsung Galaxy A54 (P04),2,7
2026-02-21,Timisoara,Samsung Galaxy A54 (P04),4,5
2026-02-22,Timisoara,Samsung Galaxy A54 (P04),1,1
2026-02-28,Timisoara,Samsung Galaxy A54 (P04),5,22
2026-03-01,Timisoara,Samsung Galaxy A54 (P04),4,17
2026-03-02,Timisoara,Samsung Galaxy A54 (P04),2,13
2026-03-03,Timisoara,Samsung Galaxy A54 (P04),4,11
2026-03-04,Timisoara,Samsung Galaxy A54 (P04),2,7
2026-03-05,Timisoara,Samsung Galaxy A54 (P04),4,5
2026-03-06,Timisoara,Samsung Galaxy A54 (P04),1,29
2026-03-07,Timisoara,Samsung Galaxy A54 (P04),3,28
2026-03-08,Timisoara,Samsung Galaxy A54 (P04),2,25
2026-03-09,Timisoara,Samsung Galaxy A54 (P04),5,23
2026-03-10,Timisoara,Samsung Galaxy A54 (P04),2,18
2026-03-11,Timisoara,Samsung Galaxy A54 (P04),1,16
2026-03-12,Timisoara,Samsung Galaxy A54 (P04),4,15
2026-03-13,Timisoara,Samsung Galaxy A54 (P04),2,11
2026-03-14,Timisoara,Samsung Galaxy A54 (P04),2,9
2026-02-13,Timisoara,MacBook Air M2 (P05),1,38
2026-02-15,Timisoara,MacBook Air M2 (P05),1,37
2026-02-16,Timisoara,MacBook Air M2 (P05),1,36
2026-02-17,Timisoara,MacBook Air M2 (P05),2,35
2026-02-18,Timisoara,MacBook Air M2 (P05),3,33
2026-02-20,Timisoara,MacBook Air M2 (P05),1,30
2026-02-21,Timisoara,MacBook Air M2 (P05),1,29
2026-02-25,Timisoara,MacBook Air M2 (P05),2,28
2026-02-26,Timisoara,MacBook Air M2 (P05),1,26
2026-02-27,Timisoara,MacBook Air M2 (P05),1,25
2026-02-28,Timisoara,MacBook Air M2 (P05),4,24
2026-03-01,Timisoara,MacBook Air M2 (P05),4,20
2026-03-02,Timisoara,MacBook Air M2 (P05),1,16
2026-03-03,Timisoara,MacBook Air M2 (P05),1,15
2026-03-04,Timisoara,MacBook Air M2 (P05),1,14
2026-03-06,Timisoara,MacBook Air M2 (P05),2,13
2026-03-07,Timisoara,MacBook Air M2 (P05),1,11
2026-03-08,Timisoara,MacBook Air M2 (P05),1,10
2026-03-11,Timisoara,MacBook Air M2 (P05),1,9
2026-03-14,Timisoara,MacBook Air M2 (P05),0,8
2026-02-13,Timisoara,MacBook Pro 14 M3 (P06),2,10
2026-02-14,Timisoara,MacBook Pro 14 M3 (P06),2,8
2026-02-15,Timisoara,MacBook Pro 14 M3 (P06),1,6
2026-02-16,Timisoara,MacBook Pro 14 M3 (P06),1,5
2026-02-18,Timisoara,MacBook Pro 14 M3 (P06),1,26
2026-02-19,Timisoara,MacBook Pro 14 M3 (P06),3,25
2026-02-20,Timisoara,MacBook Pro 14 M3 (P06),5,22
2026-02-21,Timisoara,MacBook Pro 14 M3 (P06),2,17
2026-02-23,Timisoara,MacBook Pro 14 M3 (P06),1,15
2026-02-24,Timisoara,MacBook Pro 14 M3 (P06),3,14
2026-02-25,Timisoara,MacBook Pro 14 M3 (P06),4,11
2026-02-26,Timisoara,MacBook Pro 14 M3 (P06),4,7
2026-02-27,Timisoara,MacBook Pro 14 M3 (P06),2,3
2026-02-28,Timisoara,MacBook Pro 14 M3 (P06),1,1
2026-03-14,Timisoara,MacBook Pro 14 M3 (P06),0,0
2026-02-13,Timisoara,Lenovo IdeaPad 3 (P07),1,13
2026-02-14,Timisoara,Lenovo IdeaPad 3 (P07),2,12
2026-02-17,Timisoara,Lenovo IdeaPad 3 (P07),1,10
2026-02-20,Timisoara,Lenovo IdeaPad 3 (P07),1,9
2026-02-22,Timisoara,Lenovo IdeaPad 3 (P07),1,8
2026-02-23,Timisoara,Lenovo IdeaPad 3 (P07),1,7
2026-02-24,Timisoara,Lenovo IdeaPad 3 (P07),2,6
2026-02-26,Timisoara,Lenovo IdeaPad 3 (P07),1,4
2026-02-28,Timisoara,Lenovo IdeaPad 3 (P07),1,3
2026-03-01,Timisoara,Lenovo IdeaPad 3 (P07),2,2
2026-03-07,Timisoara,Lenovo IdeaPad 3 (P07),1,27
2026-03-10,Timisoara,Lenovo IdeaPad 3 (P07),1,26
2026-03-12,Timisoara,Lenovo IdeaPad 3 (P07),1,25
2026-03-13,Timisoara,Lenovo IdeaPad 3 (P07),1,24
2026-03-14,Timisoara,Lenovo IdeaPad 3 (P07),0,23
2026-02-14,Timisoara,ASUS ROG Strix G15 (P08),2,10
2026-02-17,Timisoara,ASUS ROG Strix G15 (P08),2,8
2026-02-18,Timisoara,ASUS ROG Strix G15 (P08),3,6
2026-02-19,Timisoara,ASUS ROG Strix G15 (P08),2,3
2026-02-20,Timisoara,ASUS ROG Strix G15 (P08),1,1
2026-03-07,Timisoara,ASUS ROG Strix G15 (P08),2,24
2026-03-08,Timisoara,ASUS ROG Strix G15 (P08),2,22
2026-03-09,Timisoara,ASUS ROG Strix G15 (P08),1,20
2026-03-11,Timisoara,ASUS ROG Strix G15 (P08),2,19
2026-03-12,Timisoara,ASUS ROG Strix G15 (P08),2,17
2026-03-13,Timisoara,ASUS ROG Strix G15 (P08),3,15
2026-03-14,Timisoara,ASUS ROG Strix G15 (P08),2,12
2026-02-14,Timisoara,iPad Air 5th Gen (P09),1,25
2026-02-15,Timisoara,iPad Air 5th Gen (P09),3,24
2026-02-16,Timisoara,iPad Air 5th Gen (P09),1,21
2026-02-17,Timisoara,iPad Air 5th Gen (P09),1,20
2026-02-18,Timisoara,iPad Air 5th Gen (P09),5,19
2026-02-19,Timisoara,iPad Air 5th Gen (P09),1,14
2026-02-20,Timisoara,iPad Air 5th Gen (P09),1,13
2026-02-21,Timisoara,iPad Air 5th Gen (P09),1,12
2026-02-22,Timisoara,iPad Air 5th Gen (P09),2,11
2026-02-23,Timisoara,iPad Air 5th Gen (P09),1,9
2026-02-26,Timisoara,iPad Air 5th Gen (P09),1,8
2026-02-27,Timisoara,iPad Air 5th Gen (P09),2,7
2026-02-28,Timisoara,iPad Air 5th Gen (P09),1,5
2026-03-02,Timisoara,iPad Air 5th Gen (P09),2,33
2026-03-03,Timisoara,iPad Air 5th Gen (P09),2,31
2026-03-04,Timisoara,iPad Air 5th Gen (P09),4,29
2026-03-07,Timisoara,iPad Air 5th Gen (P09),1,25
2026-03-08,Timisoara,iPad Air 5th Gen (P09),3,24
2026-03-10,Timisoara,iPad Air 5th Gen (P09),1,21
2026-03-11,Timisoara,iPad Air 5th Gen (P09),1,20
2026-03-12,Timisoara,iPad Air 5th Gen (P09),1,19
2026-03-13,Timisoara,iPad Air 5th Gen (P09),1,18
2026-03-14,Timisoara,iPad Air 5th Gen (P09),3,17
2026-02-13,Timisoara,Samsung Tab S9 (P10),1,38
2026-02-14,Timisoara,Samsung Tab S9 (P10),4,37
2026-02-15,Timisoara,Samsung Tab S9 (P10),2,33
2026-02-16,Timisoara,Samsung Tab S9 (P10),2,31
2026-02-17,Timisoara,Samsung Tab S9 (P10),2,29
2026-02-18,Timisoara,Samsung Tab S9 (P10),1,27
2026-02-19,Timisoara,Samsung Tab S9 (P10),1,26
2026-02-20,Timisoara,Samsung Tab S9 (P10),3,25
2026-02-21,Timisoara,Samsung Tab S9 (P10),3,22
2026-02-22,Timisoara,Samsung Tab S9 (P10),1,19
2026-02-23,Timisoara,Samsung Tab S9 (P10),1,18
2026-02-24,Timisoara,Samsung Tab S9 (P10),1,17
2026-02-25,Timisoara,Samsung Tab S9 (P10),1,16
2026-02-26,Timisoara,Samsung Tab S9 (P10),2,15
2026-02-27,Timisoara,Samsung Tab S9 (P10),1,13
2026-02-28,Timisoara,Samsung Tab S9 (P10),4,12
2026-03-01,Timisoara,Samsung Tab S9 (P10),3,8
2026-03-02,Timisoara,Samsung Tab S9 (P10),1,5
2026-03-04,Timisoara,Samsung Tab S9 (P10),1,16
2026-03-05,Timisoara,Samsung Tab S9 (P10),1,15
2026-03-06,Timisoara,Samsung Tab S9 (P10),2,14
2026-03-07,Timisoara,Samsung Tab S9 (P10),2,12
2026-03-08,Timisoara,Samsung Tab S9 (P10),1,10
2026-03-09,Timisoara,Samsung Tab S9 (P10),2,9
2026-03-10,Timisoara,Samsung Tab S9 (P10),2,7
2026-03-12,Timisoara,Samsung Tab S9 (P10),2,5
2026-03-13,Timisoara,Samsung Tab S9 (P10),3,3
2026-03-14,Timisoara,Samsung Tab S9 (P10),0,28
2026-03-06,Timisoara,Apple Watch Series 9 (P11),1,11
2026-03-08,Timisoara,Apple Watch Series 9 (P11),1,10
2026-03-14,Timisoara,Apple Watch Series 9 (P11),0,9
2026-02-13,Timisoara,Samsung Galaxy Watch 6 (P12),3,52
2026-02-14,Timisoara,Samsung Galaxy Watch 6 (P12),2,49
2026-02-15,Timisoara,Samsung Galaxy Watch 6 (P12),4,47
2026-02-16,Timisoara,Samsung Galaxy Watch 6 (P12),2,43
2026-02-17,Timisoara,Samsung Galaxy Watch 6 (P12),4,41
2026-02-18,Timisoara,Samsung Galaxy Watch 6 (P12),1,37
2026-02-19,Timisoara,Samsung Galaxy Watch 6 (P12),3,36
2026-02-20,Timisoara,Samsung Galaxy Watch 6 (P12),2,33
2026-02-21,Timisoara,Samsung Galaxy Watch 6 (P12),3,31
2026-02-22,Timisoara,Samsung Galaxy Watch 6 (P12),2,28
2026-02-23,Timisoara,Samsung Galaxy Watch 6 (P12),2,26
2026-02-24,Timisoara,Samsung Galaxy Watch 6 (P12),1,24
2026-02-25,Timisoara,Samsung Galaxy Watch 6 (P12),1,23
2026-02-27,Timisoara,Samsung Galaxy Watch 6 (P12),1,22
2026-02-28,Timisoara,Samsung Galaxy Watch 6 (P12),3,21
2026-03-01,Timisoara,Samsung Galaxy Watch 6 (P12),3,18
2026-03-02,Timisoara,Samsung Galaxy Watch 6 (P12),2,15
2026-03-04,Timisoara,Samsung Galaxy Watch 6 (P12),2,13
2026-03-05,Timisoara,Samsung Galaxy Watch 6 (P12),4,11
2026-03-06,Timisoara,Samsung Galaxy Watch 6 (P12),2,7
2026-03-07,Timisoara,Samsung Galaxy Watch 6 (P12),1,5
2026-03-08,Timisoara,Samsung Galaxy Watch 6 (P12),1,4
